@relation fuzzy
@attribute a numeric
@attribute b numeric
@attribute s numeric
@data
%input1,input2, output3
-0.002709337	,	0.00088032	,	-3.31968669
0.128095858	,	0.000186865	,	-3.240227892
-0.226527486	,	-0.000506605	,	-3.493654624
-0.089337836	,	0.000195985	,	-3.387125636
0.713971435	,	0.001147585	,	-2.883762309
1.029737532	,	0.000451094	,	-2.692408549
0.683667887	,	-0.000494385	,	-2.903185624
0.341870197	,	-0.000488282	,	-3.110788049
0.004332058	,	-0.000482197	,	-3.315803271
-0.328958788	,	-0.00047613	,	-3.572861605
-0.00789411	,	0.000458664	,	-3.323965367
0.314241307	,	0.000460193	,	-3.126990533
-0.012655327	,	-0.000466995	,	-3.328213788
-0.335293786	,	-0.000460912	,	-3.577752552
-0.169339248	,	0.000237078	,	-3.448976971
0.485203491	,	0.000935061	,	-3.022848228
0.328327773	,	-0.000224108	,	-3.11885836
-0.311816642	,	-0.000914492	,	-3.559857101
-0.136282036	,	0.000250764	,	-3.423400008
0.526785567	,	0.000947239	,	-2.997583949
0.708710358	,	0.000259893	,	-2.887519307
0.07497042	,	-0.000905343	,	-3.27314626
-0.555572496	,	-0.000900776	,	-3.748377811
-0.367243556	,	0.000269041	,	-3.602026731
0.306492539	,	0.00096248	,	-3.131378174
0.501215273	,	0.000278175	,	-3.013539124
0.216921306	,	-0.000406134	,	-3.186633058
-0.404053588	,	-0.000887107	,	-3.631180301
-0.542812311	,	-0.000198227	,	-3.738105458
0.141584648	,	0.00097771	,	-3.23E+00
0.349089762	,	0.000296436	,	-3.10592774
0.07969666	,	-0.000384847	,	-3.269970092
-0.185449707	,	-0.000378781	,	-3.461808933
-0.185075733	,	5.34E-07	,	-3.461298784
-0.184679934	,	5.65E-07	,	-3.460992631
-0.445517912	,	-0.000372626	,	-3.662953716
-0.702073293	,	-0.000366508	,	-3.86138162
-0.478486497	,	0.00031941	,	-3.688036217
0.225239546	,	0.001005323	,	-3.180703243
0.455246742	,	0.000328582	,	-3.0414282
0.211532638	,	-0.000348163	,	-3.189872055
-0.02792147	,	-0.000342077	,	-3.339948073
-0.263127211	,	-0.000336008	,	-3.521863345
0.095315475	,	0.000512061	,	-3.259931652
0.454831624	,	0.000513594	,	-3.041563037
0.226027997	,	-0.000326862	,	-3.181055134
0.001486339	,	-0.000320774	,	-3.317437049
-0.218804931	,	-0.000314702	,	-3.487570087
0.144960488	,	0.000519665	,	-3.229772777
0.509801627	,	0.000521202	,	-3.008169814
0.295919123	,	-0.000305546	,	-3.138591085
0.086300839	,	-0.000299455	,	-3.265908629
-0.119064768	,	-0.000293379	,	-3.410414005
0.25001986	,	0.000527264	,	-3.165955612
0.620182837	,	0.000528804	,	-2.941120217
0.421233638	,	-0.000284213	,	-3.062463115
0.226551134	,	-0.000278118	,	-3.180708749
0.036123813	,	-0.000272039	,	-3.296369824
-0.150059721	,	-0.000265976	,	-3.434370964
-0.14968466	,	5.36E-07	,	-3.433925437
-0.149289623	,	5.64E-07	,	-3.433619876
-0.331170464	,	-0.00025983	,	-3.574446997
-0.508769784	,	-0.000253713	,	-3.711807197
-0.217963867	,	0.000415437	,	-3.486472583
0.076048661	,	0.000420018	,	-3.271692749
-0.090869832	,	-0.000238455	,	-3.388574627
-0.253534491	,	-0.000232378	,	-3.514383722
0.050062267	,	0.00043371	,	-3.287468007
0.513507196	,	0.000662064	,	-3.005829815
0.513911633	,	5.78E-07	,	-3.006003331
0.357716958	,	-0.000223135	,	-3.101006932
0.205820818	,	-0.000216994	,	-3.19E+00
0.058211503	,	-0.00021087	,	-3.282917971
-0.085122581	,	-0.000204763	,	-3.38410973
-0.22419291	,	-0.000198672	,	-3.49166994
0.098701398	,	0.000461278	,	-3.257907372
0.42478529	,	0.000465834	,	-3.059843264
-0.096949295	,	-0.000745335	,	-3.393572972
-0.615495652	,	-0.000740781	,	-3.794632762
-0.28302039	,	0.000474965	,	-3.536753133
0.50823878	,	0.00113037	,	-3.00873304
0.44953414	,	-8.39E-05	,	-3.045155674
-0.062624528	,	-0.000731655	,	-3.367016958
-0.174021018	,	-0.000159138	,	-3.452841522
-0.281164295	,	-0.000153062	,	-3.53570793
0.118917427	,	0.000571545	,	-3.245558154
0.520078329	,	0.000573087	,	-3.001894939
0.419354212	,	-0.000143892	,	-3.063522143
0.322898412	,	-0.000137794	,	-3.122105395
0.230699554	,	-0.000131713	,	-3.178103013
-0.262271421	,	-0.000704244	,	-3.521415195
-0.3049869	,	-6.10E-05	,	-3.554080183
0.507576606	,	0.001160805	,	-3.009115951
0.875212043	,	0.000525193	,	-2.786219532
0.388657135	,	-0.000695078	,	-3.082491522
-0.094696388	,	-0.000690505	,	-3.391798449
-0.165583796	,	-0.000101268	,	-3.446282032
0.2116305	,	0.000538878	,	-3.189265662
0.592032873	,	0.000543432	,	-2.96E+00
0.118254358	,	-0.000676826	,	-3.246721752
-0.352337225	,	-0.000672274	,	-3.591056922
0.034438306	,	0.000552536	,	-3.296882263
0.42439902	,	0.000557087	,	-3.060020008
-0.039827497	,	-0.000663181	,	-3.349344803
-0.062331197	,	-3.21E-05	,	-3.366380759
0.33400507	,	0.000566195	,	-3.114918868
0.294994172	,	-5.57E-05	,	-3.139006083
-0.142099444	,	-0.000624419	,	-3.42842319
-0.5781123	,	-0.000622876	,	-3.765651558
-0.610699059	,	-4.66E-05	,	-3.790525569
-0.639013082	,	-4.04E-05	,	-3.81E+00
-0.229820852	,	0.00058456	,	-3.495535986
0.182569499	,	0.000589129	,	-3.206885168
0.164910813	,	-2.52E-05	,	-3.218000284
-0.273784963	,	-0.000626708	,	-3.530275206
-0.27923103	,	-7.78E-06	,	-3.534128369
0.142739857	,	0.000602816	,	-3.231068698
0.13783935	,	-7.00E-06	,	-3.234432684
-0.291301142	,	-0.000613058	,	-3.543814983
-0.29092046	,	5.44E-07	,	-3.54316474
0.137973281	,	0.000612705	,	-3.233957591
0.141638289	,	5.24E-06	,	-3.232117783
0.149584301	,	1.14E-05	,	-3.227287517
0.161799634	,	1.75E-05	,	-3.219864093
0.17827271	,	2.35E-05	,	-3.209854545
-0.234840958	,	-0.000590162	,	-3.50E+00
-0.223221555	,	1.66E-05	,	-3.490792591
0.224365765	,	0.00063941	,	-3.181466473
0.253599455	,	4.18E-05	,	-3.164089797
-0.149950285	,	-0.0005765	,	-3.434467392
-0.131955638	,	2.57E-05	,	-3.420196858
0.325196802	,	0.000653075	,	-3.120213795
-0.07197822	,	-0.000567393	,	-3.37415536
-0.465962587	,	-0.000562835	,	-3.67887605
-0.00241871	,	0.000662206	,	-3.319600783
0.464313679	,	0.000666761	,	-3.035706598
0.076701411	,	-0.000553732	,	-3.271888509
-0.30772386	,	-0.000549179	,	-3.556479941
0.16538162	,	0.000675865	,	-3.217269817
0.197193122	,	4.54E-05	,	-3.198348434
-0.180855222	,	-0.000540069	,	-3.458349287
-0.111229696	,	9.95E-05	,	-3.404119389
0.371446087	,	0.000689537	,	-3.092099199
0.409638328	,	5.46E-05	,	-3.069304299
-0.405454367	,	-0.001164418	,	-3.632423757
-0.770740397	,	-0.000521837	,	-3.914580155
-0.281649037	,	0.000698702	,	-3.54E+00
0.210642056	,	0.000703273	,	-3.189761565
0.301564179	,	0.000129889	,	-3.134900262
-0.054154248	,	-0.000508169	,	-3.360334918
-0.406686639	,	-0.000503618	,	-3.632995472
0.095174034	,	0.000716944	,	-3.259887221
0.147198697	,	7.43E-05	,	-3.228696483
-0.198963898	,	-0.000494518	,	-3.472328766
-0.088913491	,	0.000157215	,	-3.38682209
0.365551987	,	0.000649236	,	-3.10E+00
0.82109696	,	0.000650779	,	-2.819009309
0.937566837	,	0.000166386	,	-2.748572123
0.601053593	,	-0.000480733	,	-2.953357048
0.267747216	,	-0.000476152	,	-3.155802808
0.394897689	,	0.000181644	,	-3.078177083
0.067994307	,	-0.000467005	,	-3.277126257
-0.255715093	,	-0.000462442	,	-3.516203889
-0.117922281	,	0.000196847	,	-3.409233857
0.34183583	,	0.000656797	,	-3.11E+00
0.802673527	,	0.00065834	,	-2.830194782
0.946886129	,	0.000206018	,	-2.742886618
0.632822392	,	-0.000448662	,	-2.934041969
0.321965163	,	-0.000444082	,	-3.122852275
0.476857258	,	0.000221274	,	-3.028370119
0.172405165	,	-0.000434932	,	-3.21E+00
-0.128853833	,	-0.00043037	,	-3.418065272
0.03667786	,	0.000236474	,	-3.295723156
0.037048413	,	5.29E-07	,	-3.295648269
0.037447899	,	5.71E-07	,	-3.295405596
0.20730843	,	0.000242658	,	-3.192079108
0.381457573	,	0.000248784	,	-3.09E+00
0.559882564	,	0.000254893	,	-2.977919679
0.274700817	,	-0.000407402	,	-3.151538831
-0.007278605	,	-0.000402828	,	-3.324017572
0.181813594	,	0.000270132	,	-3.207547073
-0.093784488	,	-0.000393712	,	-3.390919697
-0.366194303	,	-0.000389157	,	-3.60E+00
0.202808206	,	0.000812861	,	-3.194450136
0.303923467	,	0.00014445	,	-3.133457996
-0.432130799	,	-0.001051506	,	-3.652990911
-0.694969125	,	-0.000375483	,	-3.855892057
-0.119542645	,	0.000822038	,	-3.410089502
0.45908398	,	0.000826609	,	-3.038781732
0.20263525	,	-0.000366355	,	-3.195286969
-0.050617036	,	-0.000361789	,	-3.36E+00
0.172554788	,	0.000318817	,	-3.213139872
-0.074325933	,	-0.000352687	,	-3.375845597
-0.073950023	,	5.37E-07	,	-3.38E+00
0.400751077	,	0.000678144	,	-3.074306807
0.632485181	,	0.000331049	,	-2.933773032
0.86849604	,	0.000337158	,	-2.79E+00
0.631301673	,	-0.000338849	,	-2.934900978
-0.079099874	,	-0.001014859	,	-3.379925198
-0.30987999	,	-0.000329686	,	-3.56E+00
-0.061039173	,	0.000355487	,	-3.365136403
0.192060206	,	0.000361571	,	-3.201265218
-0.029149202	,	-0.000316013	,	-3.34E+00
0.1007771	,	0.000185609	,	-3.256821969
0.711388887	,	0.000872303	,	-2.885505036
0.496571701	,	-0.000306882	,	-3.02E+00
-0.194664018	,	-0.00098748	,	-3.469289997
-0.403097186	,	-0.000297762	,	-3.630100421
0.213899131	,	0.000881423	,	-3.19E+00
0.352345679	,	0.000197781	,	-3.104012724
-0.33038198	,	-0.000975325	,	-3.574251344
-0.529217195	,	-0.00028405	,	-3.73E+00
-0.244156544	,	0.00040723	,	-3.506736678
0.045160024	,	0.000413309	,	-3.290458582
0.045530055	,	5.29E-07	,	-3.29E+00
0.045929639	,	5.71E-07	,	-3.290253819
0.339576827	,	0.000419496	,	-3.111627735
0.637510902	,	0.00042562	,	-2.93E+00
0.454750719	,	-0.000261086	,	-3.042091397
-0.20870937	,	-0.0009478	,	-3.480130014
-0.38504227	,	-0.000251904	,	-3.62E+00
-0.074246423	,	0.000443994	,	-3.375295306
0.240814003	,	0.000450086	,	-3.171596217
0.074068414	,	-0.000238208	,	-3.27E+00
-0.089489019	,	-0.000233653	,	-3.387503833
0.55960344	,	0.000927275	,	-2.977663329
0.723709133	,	0.000234437	,	-2.87842523
0.079432614	,	-0.000920395	,	-3.27044479
-0.074535975	,	-0.000219955	,	-3.375930421
0.261796974	,	0.000480476	,	-3.158831994
0.114203493	,	-0.000210848	,	-3.248908678
-0.372540167	,	-0.000695348	,	-3.606695973
-0.372136102	,	5.77E-07	,	-3.61E+00
-0.029334106	,	0.000489717	,	-3.340528496
0.317763599	,	0.000495854	,	-3.124828477
0.669142136	,	0.000501969	,	-2.91E+00
0.534471583	,	-0.000192387	,	-2.993628889
-0.086250899	,	-0.000886746	,	-3.385381117
-0.214505986	,	-0.000183222	,	-3.484168615
0.149703741	,	0.0005203	,	-3.226891354
0.027838265	,	-0.000174094	,	-3.30134496
-0.090835161	,	-0.000169533	,	-3.388507526
0.284011136	,	0.000535495	,	-3.14530432
0.28438459	,	5.34E-07	,	-3.145417213
-0.205557104	,	-0.000699917	,	-3.477547731
-0.31778907	,	-0.000160331	,	-3.564039565
0.06355627	,	0.000544779	,	-3.279201155
0.449186797	,	0.000550901	,	-3.044968011
0.346612448	,	-0.000146535	,	-3.10770673
-0.244173226	,	-0.00084398	,	-3.507498557
-0.340329582	,	-0.000137366	,	-3.581460227
0.058143265	,	0.000569247	,	-3.282473404
0.460872783	,	0.000575328	,	-3.03785454
0.374296293	,	-0.000123681	,	-3.090878245
-0.405951108	,	-0.001114639	,	-3.632779221
-0.692625112	,	-0.000409534	,	-3.854098517
-0.281345774	,	0.000587542	,	-3.5353864
0.134204748	,	0.000593644	,	-3.236258692
0.0604241	,	-0.000105401	,	-3.281512156
-0.010165032	,	-0.000100842	,	-3.326072981
0.416020436	,	0.000608836	,	-3.065076278
0.136775474	,	-0.000398921	,	-3.23530898
-0.633931232	,	-0.00110101	,	-3.81E+00
-0.694935927	,	-8.71E-05	,	-3.855701923
-0.260193056	,	0.000621061	,	-3.519004394
0.178810775	,	0.000627148	,	-3.209144021
0.127374241	,	-7.35E-05	,	-3.24082818
-0.637013087	,	-0.001091982	,	-3.811475914
-0.906687464	,	-0.000385249	,	-4.019649986
-0.459124721	,	0.000639375	,	-3.672857903
-0.007289791	,	0.000645478	,	-3.323379007
0.448800941	,	0.000651558	,	-3.045138554
0.413344519	,	-5.07E-05	,	-3.06711757
-0.344700113	,	-0.001082921	,	-3.585387677
-0.606935467	,	-0.000374622	,	-3.787802407
-0.142307252	,	0.000663755	,	-3.427797627
0.326586725	,	0.000669849	,	-3.119358918
0.303924395	,	-3.24E-05	,	-3.13E+00
-0.210299324	,	-0.000734605	,	-3.481235718
-0.226586244	,	-2.33E-05	,	-3.493419094
0.50917981	,	0.001051094	,	-3.008211706
0.751266628	,	0.000345838	,	-2.861616517
0.245568067	,	-0.000722427	,	-3.169418988
-0.255870306	,	-0.000716341	,	-3.51647136
-0.25937838	,	-5.01E-06	,	-3.518771667
0.235040755	,	0.000706313	,	-3.174940059
-0.011243231	,	-0.000351834	,	-3.327054088
-0.256453498	,	-0.0003503	,	-3.51670989
0.244368232	,	0.00071546	,	-3.169268813
0.253640329	,	1.32E-05	,	-3.164083084
-0.228643708	,	-0.000688977	,	-3.495397407
-0.212987822	,	2.24E-05	,	-3.48287361
0.538749617	,	0.001073911	,	-2.99E+00
0.796812535	,	0.000368661	,	-2.833937776
0.323070275	,	-0.000676775	,	-3.122317809
-0.146406533	,	-0.000670681	,	-3.43178144
-0.11795566	,	4.06E-05	,	-3.409359025
0.408416899	,	0.000751961	,	-3.069603825
0.443243855	,	4.98E-05	,	-3.04889549
-0.279653694	,	-0.001032711	,	-3.535049825
-0.506749788	,	-0.000324423	,	-3.710285478
0.028144916	,	0.000764135	,	-3.300570124
0.072557699	,	6.34E-05	,	-3.274040028
-0.37352218	,	-0.000637257	,	-3.607421928
-0.322724536	,	7.26E-05	,	-3.567717991
0.444997824	,	0.001096746	,	-3.04716625
0.720100426	,	0.000393004	,	-2.880516855
0.282548135	,	-0.000625075	,	-3.146900324
-0.150740772	,	-0.000618984	,	-3.435103559
-0.087157552	,	9.08E-05	,	-3.385506185
0.47329119	,	0.000800641	,	-3.030168859
0.261093509	,	-0.00030314	,	-3.159742578
-0.442646721	,	-0.001005343	,	-3.661097626
-0.369470714	,	0.000104537	,	-3.603853716
0.199526397	,	0.000812853	,	-3.196443483
0.279094366	,	0.000113669	,	-3.148558625
-0.130773481	,	-0.000585525	,	-3.419640554
-0.044831391	,	0.000122774	,	-3.352748519
0.448166132	,	0.000704282	,	-3.045490702
0.448567625	,	5.74E-07	,	-3.045693036
0.045151848	,	-0.000576308	,	-3.291064779
-0.353974381	,	-0.00057018	,	-3.592264115
-0.258326619	,	0.00013664	,	-3.517868478
0.332090068	,	0.000843452	,	-3.115906034
0.434165458	,	0.000145822	,	-3.054348748
0.047896893	,	-0.000551812	,	-3.28938308
-0.334110543	,	-0.000545725	,	-3.576886472
-0.222435072	,	0.000159536	,	-3.490093462
0.382919459	,	0.000864792	,	-3.085019172
0.196359589	,	-0.000266514	,	-3.199040134
-0.478557533	,	-0.000964167	,	-3.688848426
-0.357286972	,	0.000173244	,	-3.594386552
0.256620519	,	0.000877011	,	-3.161724254
0.384284865	,	0.000182378	,	-3.084622794
0.025701245	,	-0.000512262	,	-3.302841384
-0.328638326	,	-0.000506199	,	-3.572631154
-0.016177123	,	0.000446373	,	-3.330379739
0.297351215	,	0.000447898	,	-3.137257271
-0.050604929	,	-0.00049708	,	-3.357583234
-0.394306801	,	-0.000491003	,	-3.623413106
-0.247494078	,	0.000209732	,	-3.509443572
0.55868543	,	0.001151685	,	-2.978078776
0.878616113	,	0.000457044	,	-2.78419496
0.543460089	,	-0.000478794	,	-2.988337883
0.212574589	,	-0.000472694	,	-3.189312327
-0.114052688	,	-0.00046661	,	-3.406638588
0.048739534	,	0.00023256	,	-3.288399449
0.21471411	,	0.000237107	,	-3.187584464
-0.270083836	,	-0.000692568	,	-3.52745083
-0.269686071	,	5.68E-07	,	-3.526740914
-0.100463545	,	0.000241746	,	-3.395701756
-0.412133294	,	-0.000445242	,	-3.63717446
-0.236463625	,	0.000250957	,	-3.500885827
-0.057583911	,	0.000255542	,	-3.362527515
-0.358562494	,	-0.000429969	,	-3.59573167
-0.173269961	,	0.000264704	,	-3.451999638
0.498287384	,	0.000959368	,	-3.014885789
0.689967603	,	0.000273829	,	-2.898894739
0.063005133	,	-0.000895661	,	-3.28E+00
-0.560761514	,	-0.000891095	,	-3.752385613
-0.362680908	,	0.000282972	,	-3.598488888
0.319538547	,	0.000974599	,	-3.12E+00
0.52401056	,	0.000292103	,	-2.999684567
0.250732337	,	-0.000390397	,	-3.166087169
-0.3634649	,	-0.000877425	,	-3.599782087
-0.496717352	,	-0.000190361	,	-3.702448847
0.19615061	,	0.000989811	,	-3.198381437
0.413397018	,	0.000310352	,	-3.066859044
0.155016863	,	-0.000369115	,	-3.224211754
-0.099116941	,	-0.000363048	,	-3.395026136
-0.098742284	,	5.35E-07	,	-3.394523884
-0.09834576	,	5.66E-07	,	-3.394217171
-0.348171324	,	-0.000356894	,	-3.587652415
-0.593714368	,	-0.000350776	,	-3.777562961
-0.360402976	,	0.000333302	,	-3.596695073
0.351757309	,	0.001017372	,	-3.103849948
0.59148675	,	0.000342471	,	-2.958668009
0.358785623	,	-0.00033243	,	-3.100422086
0.130344693	,	-0.000326344	,	-3.239172393
-0.09384762	,	-0.000320275	,	-3.390925608
-0.093474171	,	5.33E-07	,	-3.390449246
-0.093076234	,	5.68E-07	,	-3.390141438
-0.312952474	,	-0.000314109	,	-3.560387786
-0.528543288	,	-0.000307987	,	-3.727132131
-0.269543949	,	0.000369999	,	-3.526396361
-0.007334464	,	0.000374585	,	-3.323586038
-0.212233802	,	-0.000292713	,	-3.482474883
0.056380098	,	0.000383734	,	-3.283662402
0.328188025	,	0.000388297	,	-3.118565026
0.133931558	,	-0.000277509	,	-3.236965078
-0.33388119	,	-0.000668304	,	-3.576780031
-0.333484027	,	5.67E-07	,	-3.576085661
-0.05524051	,	0.000397491	,	-3.360624663
-0.240898178	,	-0.000265225	,	-3.504629275
-0.422277592	,	-0.000259113	,	-3.644913146
-0.134383228	,	0.000411278	,	-3.42182929
0.156714581	,	0.000415854	,	-3.222699426
-0.013993565	,	-0.000243869	,	-3.32911802
-0.180451065	,	-0.000237796	,	-3.457860651
0.201511016	,	0.00054566	,	-3.195407855
0.584549655	,	0.000547198	,	-2.962751916
0.424503283	,	-0.000228638	,	-3.060444462
0.268722236	,	-0.000222544	,	-3.15506157
0.11719511	,	-0.000216467	,	-3.247094882
-0.41698252	,	-0.000763111	,	-3.641108429
-0.489362305	,	-0.0001034	,	-3.696710075
0.286958819	,	0.00110903	,	-3.143149705
0.606802711	,	0.00045692	,	-2.949292724
0.470166993	,	-0.000195194	,	-3.03268886
-0.054427338	,	-0.00074942	,	-3.360687353
-0.575835145	,	-0.000744868	,	-3.763960239
-0.246426946	,	0.000470583	,	-3.508452488
0.542647416	,	0.001127249	,	-2.987835575
0.481966723	,	-8.67E-05	,	-3.025457917
-0.033053596	,	-0.000735743	,	-3.344148121
-0.148408552	,	-0.000164793	,	-3.433034867
-0.259511974	,	-0.000158719	,	-3.518964231
0.139470879	,	0.000569976	,	-3.233075134
0.539531299	,	0.000571515	,	-2.990080342
0.434842151	,	-0.000149556	,	-3.054118167
0.334419683	,	-0.000143461	,	-3.115110755
0.238252535	,	-0.000137382	,	-3.173518695
-0.257582588	,	-0.000708336	,	-3.517791054
-0.302283844	,	-6.39E-05	,	-3.551991143
0.508066514	,	0.001157643	,	-3.008820389
0.872607275	,	0.000520773	,	-2.787804443
0.383184958	,	-0.000699175	,	-3.085817696
-0.103037519	,	-0.000694604	,	-3.398252185
-0.1779042	,	-0.000106952	,	-3.455814572
0.196210103	,	0.000534449	,	-3.198634718
0.573510976	,	0.000539001	,	-2.969461923
0.09685986	,	-0.00068093	,	-3.259719046
-0.376605804	,	-0.00067638	,	-3.609829527
0.007065426	,	0.000548102	,	-3.31351118
0.393920386	,	0.00055265	,	-3.078535328
-0.073183715	,	-0.000667292	,	-3.375146169
-0.097682225	,	-3.50E-05	,	-3.393724769
0.295545765	,	0.000561754	,	-3.138281593
0.252540999	,	-6.14E-05	,	-3.164795323
-0.185437449	,	-0.000625683	,	-3.46194322
-0.62233657	,	-0.000624142	,	-3.79985705
-0.658921397	,	-5.23E-05	,	-3.827826509
-0.256050684	,	0.00057553	,	-3.515829367
0.15002824	,	0.000580113	,	-3.226656223
0.12412904	,	-3.70E-05	,	-3.242777885
0.102485354	,	-3.09E-05	,	-3.255920606
-0.339076186	,	-0.000630802	,	-3.580776335
-0.346514753	,	-1.06E-05	,	-3.586170827
0.50433726	,	0.001215503	,	-3.011048831
0.926390631	,	0.000602933	,	-2.755084943
0.49124444	,	-0.000621637	,	-3.020137427
0.059298116	,	-0.000617066	,	-3.282496337
0.058955055	,	-4.90E-07	,	-3.282342883
0.062860938	,	5.58E-06	,	-3.279966625
0.063233813	,	5.33E-07	,	-3.279743354
0.063632942	,	5.70E-07	,	-3.279500901
0.071859609	,	1.18E-05	,	-3.274496939
0.084373679	,	1.79E-05	,	-3.266892045
0.101163391	,	2.40E-05	,	-3.256690154
0.122217085	,	3.01E-05	,	-3.243898349
0.147523205	,	3.62E-05	,	-3.22852365
-0.273399202	,	-0.000601318	,	-3.529962111
-0.693241318	,	-0.000599774	,	-3.854683632
-0.661512191	,	4.53E-05	,	-3.829771834
-0.625510759	,	5.14E-05	,	-3.801922531
-0.168174354	,	0.000653338	,	-3.447811351
0.292359433	,	0.000657905	,	-3.14E+00
0.339013925	,	6.66E-05	,	-3.112193597
-0.051345468	,	-0.000557656	,	-3.358191461
-0.024640552	,	3.81E-05	,	-3.34E+00
0.445455834	,	0.000671566	,	-3.04715766
0.061481897	,	-0.000548534	,	-3.281129704
-0.31929999	,	-0.000543974	,	-3.565430375
0.157179714	,	0.000680685	,	-3.222248525
0.636849176	,	0.000685242	,	-2.930898183
0.262454447	,	-0.00053485	,	-3.159052095
-0.554262475	,	-0.001166738	,	-3.747517171
-0.515842065	,	5.49E-05	,	-3.717096685
-0.029763434	,	0.000694398	,	-3.34073027
0.05308754	,	0.000118359	,	-3.285831174
0.140194052	,	0.000124438	,	-3.232919205
-0.218244701	,	-0.000512055	,	-3.487251544
-0.171311791	,	6.70E-05	,	-3.450610734
0.327542115	,	0.000712648	,	-3.118751453
-0.024520385	,	-0.000502946	,	-3.337411797
-0.373392233	,	-0.000498388	,	-3.607241172
0.131847722	,	0.000721771	,	-3.237608849
0.640275713	,	0.000726326	,	-2.928790929
0.297786481	,	-0.00048927	,	-3.137564834
-0.495561285	,	-0.001133354	,	-3.702096941
-0.436923917	,	8.38E-05	,	-3.656038837
0.077903638	,	0.000735468	,	-3.270365333
0.201186848	,	0.000176119	,	-3.195839613
0.328722744	,	0.000182194	,	-3.118371071
0.002192687	,	-0.000466472	,	-3.317093487
-0.454686988	,	-0.000652685	,	-3.670206801
-0.454281041	,	5.80E-07	,	-3.669516512
-0.320275529	,	0.000191436	,	-3.565748339
-0.181969135	,	0.000197581	,	-3.458770724
-0.039374457	,	0.000203707	,	-3.348476317
0.107496002	,	0.000209815	,	-3.252725543
0.258629839	,	0.000215905	,	-3.160923746
-0.048616135	,	-0.000438923	,	-3.356010968
-0.352671796	,	-0.000434365	,	-3.591178092
0.19104339	,	0.000776736	,	-3.201618945
0.273185318	,	0.000117346	,	-3.152145419
-0.024486793	,	-0.000425246	,	-3.33734028
0.145797512	,	0.000243263	,	-3.229440131
-0.145499017	,	-0.000416138	,	-3.430931078
-0.056979291	,	0.000126457	,	-3.362142019
0.499496572	,	0.000794966	,	-3.014255532
0.214584452	,	-0.000407017	,	-3.188052969
-0.534028122	,	-0.001069447	,	-3.731811535
-0.440178164	,	0.000134071	,	-3.658523951
0.122708732	,	0.000804124	,	-3.243107419
0.316421468	,	0.000276732	,	-3.125782788
0.044295515	,	-0.000388751	,	-3.291474856
-0.224637958	,	-0.000384191	,	-3.492122017
-0.020287374	,	0.000291929	,	-3.33365716
-0.019915012	,	5.32E-07	,	-3.333554666
-0.019515275	,	5.71E-07	,	-3.333245463
0.18915963	,	0.000298107	,	-3.203067349
0.402121183	,	0.000304231	,	-3.073711805
0.619356274	,	0.000310336	,	-2.941760566
0.366499787	,	-0.000361224	,	-3.095753469
0.116842717	,	-0.000356653	,	-3.247391219
0.34473622	,	0.000325562	,	-3.108553571
0.101467505	,	-0.000347527	,	-3.256724688
-0.612971408	,	-0.001020627	,	-3.792840574
-0.494570713	,	0.000169144	,	-3.700571869
0.100326935	,	0.000849854	,	-3.25667284
0.343127082	,	0.000346857	,	-3.109517436
0.112620301	,	-0.000329295	,	-3.249939833
-0.591201316	,	-0.001005459	,	-3.775994254
-0.465345581	,	0.000179794	,	-3.677960811
0.139154857	,	0.000863572	,	-3.233080381
0.396869401	,	0.000368164	,	-3.076861151
0.179135063	,	-0.000311049	,	-3.209528383
-0.514054862	,	-0.000990271	,	-3.716318155
-0.380742367	,	0.000190446	,	-3.612517318
0.233357121	,	0.000877285	,	-3.175854057
0.505989834	,	0.000389475	,	-3.010568549
0.301040125	,	-0.000292785	,	-3.135473113
-0.381496417	,	-0.000975052	,	-3.613784655
-0.580064794	,	-0.000283669	,	-3.766967307
0.043620046	,	0.000890978	,	-3.291089926
0.670496509	,	0.000895538	,	-2.910327996
0.478316083	,	-0.000274543	,	-3.027785824
-0.193577909	,	-0.000959849	,	-3.468433883
-0.379374604	,	-0.000265424	,	-3.611733591
0.253877206	,	0.000904645	,	-3.163372963
0.405290498	,	0.000216305	,	-3.071842555
-0.258082455	,	-0.000947676	,	-3.518316628
-0.434277939	,	-0.000251708	,	-3.654190514
-0.12329595	,	0.00044426	,	-3.413232792
0.191939139	,	0.000450336	,	-3.201282334
-0.134248073	,	-0.000465982	,	-3.42225819
-0.459358329	,	-0.000464443	,	-3.673711389
-0.137710631	,	0.000459497	,	-3.424372226
0.188201224	,	0.000465588	,	-3.203543024
0.031168641	,	-0.000224332	,	-3.29935158
-0.122676523	,	-0.000219779	,	-3.413164539
0.532977416	,	0.000936648	,	-2.993829788
0.702508627	,	0.000242187	,	-2.891297404
0.066810615	,	-0.00090814	,	-3.27810411
-0.077445762	,	-0.000206081	,	-3.378172876
0.269731657	,	0.000495968	,	-3.154002681
0.131852379	,	-0.00019697	,	-3.238180678
-0.356018182	,	-0.000696958	,	-3.593918188
-0.355613969	,	5.77E-07	,	-3.593202132
-0.001974186	,	0.0005052	,	-3.319356934
0.355959287	,	0.000511334	,	-3.10161885
0.718171435	,	0.000517446	,	-2.881609808
0.593217516	,	-0.000178506	,	-2.957938701
-0.018902583	,	-0.000874457	,	-3.333284528
-0.137443086	,	-0.000169344	,	-3.424556288
0.237590428	,	0.000535762	,	-3.173499764
